"Date","ACME","ADAX","ALTU","APAC","ARNE","BEAV","BESS","BIXB","BLAC","BOIS","BOWL","BREC","BRIS","BUFF","BURB","BURN","BUTL","BYAR","CAMA","CENT","CHAN","CHER","CHEY","CHIC","CLAY","CLOU","COOK","COPA","DURA","ELRE","ERIC","EUFA","FAIR","FORA","FREE","FTCB","GOOD","GUTH","HASK","HINT","HOBA","HOLL","HOOK","HUGO","IDAB","JAYX","KENT","KETC","LAHO","LANE","MADI","MANG","MARE","MAYR","MCAL","MEDF","MEDI","MIAM","MINC","MTHE","NEWK","NINN","NOWA","OILT","OKEM","OKMU","PAUL","PAWN","PERK","PRYO","PUTN","REDR","RETR","RING","SALL","SEIL","SHAW","SKIA","SLAP","SPEN","STIG","STIL","STUA","SULP","TAHL","TALI","TIPT","TISH","VINI","WASH","WATO","WAUR","WEAT","WEST","WILB","WIST","WOOD","WYNO"
"20080111",11120938.5,11144897.4,12082947,12327720,11009514,10981707,11255299.5,11105755.02,10220274,11088970.5,11739970.5,9957273,11344716,10298463,10184774.96,11403408,12036139.1,10997273.34,11016342,12215866.5,11087254.5,10756272,12218361,11061257.22,12078880.5,11856247.5,11261520,10973776.5,11948838,10923448.5,11878572.86,11466352.5,9869583.72,11163261,10615494,11747610,10875264,10910487,11169544.5,10321495.5,11832064.5,13027872,10929405,12385974,12710548.5,10447645.5,11361654,11370876.5,10056652.5,12122590.5,10911736.5,11822598,10889910,9858934.5,11592684,9871243.5,12086241,11670768,10592011.5,11107366.32,10561095,11503831.5,10653008.1,10741995,11385220.5,11195422.36,11033883,11159743.7,11354227.5,10845575.34,10889229,10317295.5,11685135,11305986,11313960,10585954.4,11550310.5,10638253.5,11139150,10859139.98,11719495.5,10538905.5,11900613,11930773.5,10972139.1,12046008,11611792.5,10809465,10487752.5,10739514,10702426.5,12075840,11625493.5,10798266,11655417,10881580.5,10197559.5,10780596
"20080112",8819031,8141737.5,10484290.5,10071796.5,10722105,9929843.06,10948826.94,8044934.52,8528677.5,11593680,9102868.5,9520117.5,9394546.5,9634083.52,8755258.5,7907025,11266112.4,8779950,10499640,9417507,9111865.5,11442618,11139435,7955095.38,8744055.06,9175620,9341643,7724401.5,7452411,9175488,11007014.58,8115307.86,9347092.38,9045001.5,9556194,9702601.5,11266379.32,8853892.5,8072751.64,10525266,10818175.5,11450220,11047981.5,9068002.5,8673589.08,8357352,12254332.5,9595739.1,8620348.5,7659307.5,8626080,11164839,9705198,9910035,8245362,9384485,10524103.5,8569794,8184969,7446640.5,9404097,9949934.18,7794801.9,8248617,7805952,8090382.4,7962541.5,9577362,9361311,7796283.96,10382596.5,9098581.5,10872991.5,9037443,9874216.5,9381456.4,8918998.5,8783358,10483040.34,9382788,9116916.02,8067987,8464414.5,6876153,7928494.5,10130334,10098150,8247384,7848273.28,7615273.5,10409494.5,8996641.5,10659070.5,7916416.5,7286341.5,7799703,10498222.5,8885373
"20080113",13235592,12671365.5,12431932.5,12339909,12338725.5,12199203,12243024.48,12012480.84,11561112,11862049.5,11799415.5,12450618,11999313,11900271,11342167.22,13272657,11810867.8,12916433.76,12467328,13260556.5,12252124.5,12593477.34,12638341.5,12446040.72,12677065.5,13080031.5,12054931.5,11845624.5,13276276.5,12264421.5,12656269.18,12175845,12401178.36,12009046.5,11873224.5,12470254.5,11618215.5,13101063,11940340.28,12686574,12211845,12982650,11315737.5,13636647,12805066.5,11903944.5,12100428,12916139.6,12457854,12510651,13191378,12633048,12841471.5,11661894,12303504,12152444.9,12604947,12164626.5,12320247,12780531,11881335,13115206.5,11566902.9,12397200,12062967,12167146.22,12636763.5,12550125.6,12198198,11535342,12099117,12109551,12590122.5,13184896.34,12158652,12317931.4,12621558,12193788,11114935.5,11899761,12152058,12080730,12856422,12939583.5,11698908,12368656.5,12325983,12620326.5,11779261.5,12385161,12799203,12840715.5,12438975,11360529,12456232.44,11853585,11865967.5,12390082.5
"20080114",12716184,12040310.58,12641238.1,12577321.5,11958682.5,12167256,12459876.96,11445852.36,10998657,12434809.5,12560419.5,12272964,12143214,11757544.5,11214203.76,13110199.5,12691588.9,12292908.84,12458157,12562320,12269478,12002711.76,12475147.5,12735214.5,12822093,12282187.5,11971944,11170726.5,12807679.5,12315582,12412733.36,12103995,12090937.8,11535658.5,12200062.5,12422050.5,12170533.5,11939448,11825284.5,12272818.5,12342483,12753123,11782995,13044388.5,12827113.5,11020755,12788961,13617195.2,12062455.5,13106902.5,12838857,12607956,11771124,12104352,12211590,11461468.2,12666417,11457540,12636375,12667889.94,11083863.1,12741180,11180085.3,11026531.5,12131572.5,12000265.5,12648906,11984308,11968801.5,10598974.5,12175944,11357569.5,12500512.5,13100854.46,12170461.5,12076954.4,12111655.5,11226412.5,12076269,11910364.5,12420604.54,11116491,12357033,12813303,11982561,12437934,13023738,12188625,11233588.5,12739114.5,12299307,12928015.5,12190609.5,11542060.5,12468005.94,12127746,12130588.5,11546614.5
"20080115",12660465,12283260.9,12273104.3,11896828.5,13080436.5,12576219,11970843.24,12142943.52,12032241,12863303.1,12325996.5,11652553.5,12193615.5,12594999,12028748.92,11536275,12474296.4,12472470.36,12839728.5,12114220.5,12707988.3,12463494.18,13147848,11821930.5,12323610.68,11475879,11650887,11986786.5,12276547.5,12055933.5,12803123.26,12179668.5,12415590.96,11880820.5,12340167,12238689,12994771.5,11971852.5,12331005,11521173,12465999,12526948.5,12618514.5,12481356,11036623.5,11743627.5,13214068.5,12923374.1,12469332,11303254.5,12345127.5,12998958,12310408.5,12222369,11516388,10825682.8,12613899,11287605,11462689.5,11297884.08,11795100,13143625.5,11917593.9,12072942,12518511,11027659.22,12157669.5,12175842.4,12403318.5,10820215.5,12652821,12251587.5,12627217.5,12061506,10941136.38,11737231.9,12923896.5,12263758.5,12136467,12133953,12014925.02,11943706.5,12692752.5,12020070,11957273.1,11140090.5,12255450,11836534.5,11534323.5,12290115,12143971.5,12353716.5,12252312,11421027,11616578.46,11621765.88,12143349,11623768.5
"20080116",6920904,4825938,7296240,6944940,7464420,8647263,7626604.2,4573010.34,5671503,9383895,5166360,6994158,4920507,7844443.5,5466088.3,5042907,7511835.8,4576681.5,8301622.5,4482640.5,4652329.5,7606632,7839781.5,5716625.88,4784776.5,4073146.5,3664158,4538856,4629610.5,6190063.5,8153879.36,4245885,6927271.86,5284149,7211701.5,6961078.5,8107407.82,5820243,3830605.5,6615154.5,7118790,8726568,8877594,4308904.34,4983106.56,4243080,7553113.5,6714164,6971256,5200932,4818525,7520638.5,5603692.5,6320738.34,4015884,6855086.1,6650521.5,4460589,5053084.5,4995825.24,5620069.5,6582370.5,4332300.9,4243984.5,3568053,4085539.08,6008865,5989270,5246664,4435825.5,6847555.5,5340564,7564636.5,7309330.5,4418715,6884980.2,5992197,5469201,8487279.78,5757601.5,4608811.5,4705494,4336030.5,5636508,4308202.5,4014867,7132446,4614734.4,4784838,6518661,7300356,6731575.5,7065777,4248883.5,5499999,4636321.5,8457249,4020840
"20080117",13129380,13528771.74,12598840.5,13079379,13565388,13549047,13488162.96,11866594.44,12332761.5,13005220.5,12910443,12821481,12629799,12926853,11733205.26,12941647.5,13639153.5,12856909.92,13312840.5,12560253,12309264,13480047,14462109,13867585.5,11932294.84,12711840,10541599.5,11813214,13758391.5,13149135,12448120.08,12398446.5,11765557.8,11848801.5,12613522.5,13346700,12511380,12355968,12166554.64,12584637,14290386,14480914.5,11656645.5,13381078.5,11767740,10701381,13593667.5,13792349.8,12088333.5,12810862.5,13569334.5,13353474,11738976,12129280.5,12214801.5,12316221,14971743,11551518,13148830.5,12215399.64,11522667,12698037,12167944.2,11779824,11864113.5,11266167.52,13167757.5,11533471.3,12228532.5,11668464,12853813.5,11615220,14168250,13055566.5,10885126.34,13803424.5,11527044.92,11260008,13130704.5,12521739,13056469.5,12482311.5,12505009.5,13764340.5,11601745.3,12108718.5,14494944,11869026,10788987,12772921.5,12840562.5,14037184.5,13983570,11876287.5,12315800.94,12317832,13319545.5,11298154.5
"20080118",12918993,12247696.5,11125325.5,12075688.5,11688052.5,11183274,12680717.22,11293932.54,11423992.5,12688200,12788191.5,13058199,12222811.5,12164172,11371824,12500188.5,13098962.1,12696905.34,11988618,11873047.5,12661705.5,13275921,12353332.22,11247800.22,10682282.18,11647234.5,10582194,10918377,12819537,11982415.5,12921515.68,11624478,12623835.84,11776684.68,12196632,11440081.5,10837033.5,11882751.46,11599167,12649959,12019669.5,13125919.5,10779982.5,11038884,11522943,11096524.5,13506552,13397482.6,12136440,11919034.5,12705538.5,12858874.5,11521105.5,12426749.34,10885681.5,11528426.9,11801177.92,10532548.5,11649115.5,10936898.7,11925079.5,12835815,11475293.1,11260429.5,11355459,10790028.4,11960410.5,10850363.1,12701287.5,10532854.26,12344094.1,10914511.5,11770990.5,12430784.92,10848526.46,11838200.1,12872691,11997726,12511162.5,11293824,11075761.5,11945413.5,12178276.5,12523168.5,11793688.5,11014252.5,12698412,12496563.3,11733049.5,11435610,12780200.34,11588010,11944105.5,11588400,12561209.46,10937067,12116413.5,11299948.5
"20080119",14371797,13333576.5,14170161,13420377,14226913.5,13787478.28,13409506.5,12351535.2,12468960,13689477,13055383.5,13620741,12564463.5,13345809,12621340.42,14180243.36,14271856.5,13831575,14226147,13867411.5,13747410.3,14439138,14845311,13834847.22,13549995,14013657,12027187.5,11949366,14652915,13274791.5,14131848.86,12991498.5,12489345.48,12078283.5,13228393.5,13390857,13641585,13431372,12491082,14271834,13966225.5,14812320,13309561.5,14392234.5,13564438.62,12327940.5,13938640.5,14334570.7,13925217,13512847.5,14497494,14206762.5,12780514.5,13390445.34,13948983,13494188.8,14317930.5,12135252,13852302,12703330.14,13241976,14320021.2,12061570.5,13483344,13577668.5,11086198.36,13454859,12997969.7,13775251.5,12110667,13532404.5,12693666,13771942.5,13995025.5,12675804,13140182.7,13848754.5,12446655,13062770.34,13553892,13752111,13032291,14182950,14169868.5,11917632.9,13013461.5,13284441,13856205.3,11508040.5,14372481,14473599.84,14350612.5,13954312.5,12585373.5,13001290.5,12000768,13619997,12910839
"20080120",14111008.5,13216482,14028087.1,13576380,13320165,13401631.5,13666234.5,14377342.5,12584335.5,13324066.5,13778938.5,14500948.5,14001733.5,13164307.5,12932080.5,14426545.5,14315478.8,13237724.28,13632133.5,13967568,13997659.5,14001060,14381606.58,13670068.92,14383338,14358348,14086974,12975474,14368713,13736100,13664155.2,14245063.5,12426486.9,13629114,12814102.5,13627192.5,13815309,13672750.5,13998787.5,13829304,13068378,14943919.5,13462530,15076873.5,14233071,13589008.5,13737136.5,13735446.6,12998512.5,14549836.5,14091802.5,14074221,14364285,12448312.5,13840434,12844825.7,13227511.46,13120066.5,13549474.5,14105246.7,13011645,14965413,13125318,13318531.5,13781681.22,12466182.94,13981011,13936545.5,13742248.5,13152196.5,13321660.5,14235415.5,14069899.5,14162689.5,13851817.1,12935744.9,13545535.5,12420643.5,13656363.84,14015616,13086405,13713201,13775355,14615622,13616004,14355555,13804170,14018283,13450048.5,13379599.5,13155869.34,14166747,13525993.5,13630488,13575106.98,13085212.5,14067949.5,12605967
"20080121",7580145,7654980,9053200.2,7600536,8936287.5,10282722,7968312,7548721.5,10582041.1,12840121.5,7085806.5,7877161.5,7584432,10063636.5,7916097,6867737.36,8302489,7766832.78,8508648,7097242.5,6697819.5,9926701.5,8922386.3,7903867.02,7198506,6567561,7264054.5,8086179,7261312.5,6685429.5,9104073.66,7893799.5,8142534.42,8592291,9028554,7308256.5,11699928,8436961.5,8523792.96,6946045.5,8393020.5,9508311,10676224.5,7781939.84,7249954.5,9154668,13626448.5,7252207.2,7581693,6978816,7001853,8844145.5,7747309.5,9756055.5,6647455.5,8920910.1,7552156.38,8115787.5,7533043.5,6616822.2,8261694,7603593,8281623.9,7556794.5,7513143.48,8468486.86,7011040.5,9624733.8,7071114,8420027.58,9345094.8,7555429.5,8378877,6815496,8774602.5,8516138.7,6814435.5,8786889,9852033,6555061.5,8548915.5,7444141.5,7302717,8333616,8215198.5,7885175.74,7673529,7213223.4,8309064,6565490.9,7319973,7255131,8363188.5,7888098,8445031.98,9043177.42,10401726,7265554.5
"20080122",7361769,6872490,7915696.6,7894798.5,9940393.5,11017847.7,10084125.48,8197007.7,10494555,12697470,8255101.5,10798723.5,7615577.44,10893775.5,9093276,8056916.68,8803538.6,8219091.12,11514148.5,8063754,8683527,11228200.5,9030345.38,8467592.88,7618776.54,6839976,7271853,8746108.5,6815785.5,8560834.5,8626817.68,6939826.5,10624221.36,10425123,11524314,7809423,10979179.5,8590780.5,8334700.5,9439989,7841016,7770550.5,11738448,7789987.5,6614499,7797045,12949338,8546902.4,11642533.5,6535614,8181826.5,7844374.5,9595690.5,12107478,6873453,11501788.5,7622517,9222933,8544619.5,5991916.32,10881058.5,9150012,9092227.5,8482299,8710474.5,7091670.4,7408147.5,10587975.2,8986509,8537287.5,8775580.6,9929076,8677372.5,8342829,7605375,11055480,7633518,9702601.5,10983837,7709824.5,7837888.5,7962970.5,6410326.5,7451781,7720253.2,6060345,8169112.5,7369767.9,9188643,8366564.2,9753526.5,7544289,10192131,7262827.5,6214257.48,5940196.5,10430064,8945710.5
"20080123",11812267.5,10010064,10646566.5,10917585,12636636,13091091,11657923.74,11500134.18,12730218.1,14514606,10249675.5,11391454.5,11217625.5,14378542.5,13248477,9952962,11343223.1,11002159.5,13344222,10283151,10784980.5,12677923.5,12025743,11862301.5,8803852.5,8948290.5,9895482,11211952.5,9268333.5,11722947,11955175.62,10525399.5,11592331.62,12443509.68,12643845,11461254,13182529.5,11115682.5,11354985,11453503.5,11364588,11475838.5,13817739,8208992.84,8058156,11390551.5,14534287.5,10490134.3,11731561.5,9718912.5,9695478,11451094.5,9116134.5,13824262.5,9436366.5,11635952.9,11806509,12214077,10789380,7747469.82,11390764.5,10947984,11095235.7,11687809.5,10882738.5,11248220.72,10307862,11298460.7,11790162,12069181.68,11541084.9,10321686,11154283.5,10805163,11314690.18,12477463,10357071,11686276.5,13219284.84,11065215.46,9458176.5,10553544,9423559.5,11440587,10602429,7913844,10451908.5,8449783.5,11457015,10905908.9,11266027.5,9995689.5,11540377.5,11167649.34,9481010.88,9006145.5,13211001,11024491.5
"20080124",12570492,12211804.5,9812854.5,11038039.5,12892251,11610542.06,10993929,13020923.7,13366960.5,11904717,13130157,11545983,13153390.88,13441036.5,13051935,11994291,11160023.4,13992477,12653529,13313106,14464479,13010974.5,11971312.5,13451343,11855719.5,13035810,12335292,13366204.5,12159264,12389809.5,10052710.5,14253618,13003411.38,13557178.68,13157638.5,10653864,11190056.32,12966420,12784003.5,11658988.5,11125285.5,10324320,11556076.5,13367482.5,11503296,11720679,12538155,12558991.2,12528126,11761983,11967658.5,10718127,12329691,13406653.5,13104777,12225333.1,10361257.5,13668418.5,13161528,10960578.6,13345461,12434556,13052869.2,12843724.5,12943359,12170306.02,13202674.5,13297447.7,12830236.5,11833384.02,12192213,14103090,10856043,12463672.5,13002619.38,13880468.7,12850044,13039621.5,11391166.5,11511711.98,13415442,12439087.5,12876696,13282221,12483563.1,12964438.5,10046340,11832589.5,13747885.5,13203876,11996877.42,10784322,11575707,12137562.42,12399444.96,11639775,12595644,12410865
"20080125",8625474,6826218,9073801.5,8307726,10510473,11751338.34,8517099,7484713.68,9842424,13000620,7804002,8819593.5,7855858.5,12097390.5,7678554,7649621.68,8746862.7,7459539.84,10034425.5,6141649.5,7828095,11358093,9496254.8,8479546.98,6716819.18,5389317,7093078.5,7686090,6262149,8959623,10763945.48,7682721,9754107.3,8140302,10912059,7829172,12159849,8742514.5,8241082.6,8341716,8765133,9850042.5,12896950.5,5980440,5283319.5,6746845.5,14835604.5,9405580,9658996.5,6027664.5,7242543,8766181.5,8737387.5,11110440,6091387.5,10286322.4,7969232.92,7225203,7844386.5,4607572.02,8865022.5,7715219.86,7693363.5,8633526,7888054.98,6311491.9,7163541,8862695.1,8083899,7413382.38,10498238.9,8320636.5,9792334.5,7766662.5,6710054.96,9777350.1,7863555,6901987.5,11307877.5,7919437.5,7286191.5,8686020,5980605,7117237.5,6988760.9,5404018.5,9325534.5,7255829.7,8368191,7372992,8534361,8059545,9728857.5,7149471.18,6674211.42,6408436.5,11181367.5,9051715.5
